PageValues,Region,Revenue
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,5,FALSE
33.79956701,2,TRUE
0,7,FALSE
0,7,FALSE
0,1,FALSE
0,3,FALSE
0,3,FALSE
0,8,FALSE
0,6,FALSE
0,1,FALSE
0,4,FALSE
0,7,FALSE
0,2,FALSE
0,3,FALSE
0,3,FALSE
35.0928,5,TRUE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,4,FALSE
0,3,FALSE
0,4,FALSE
0,1,FALSE
17.76266667,1,TRUE
0,1,FALSE
7.146260888,7,FALSE
0,3,FALSE
0,1,FALSE
22.03276923,3,FALSE
0,2,FALSE
0,2,FALSE
0,1,FALSE
0,1,FALSE
0,2,FALSE
0,4,FALSE
0,2,FALSE
0,1,FALSE
0,8,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,8,FALSE
0,1,FALSE
4.368515556,3,TRUE
0,2,FALSE
0,9,FALSE
0,1,FALSE
0,1,FALSE
0,2,FALSE
0,5,FALSE
0,1,FALSE
0,3,FALSE
0,7,FALSE
0,3,FALSE
0,1,FALSE
0,6,FALSE
0,5,FALSE
8.772473118,3,TRUE
0,1,FALSE
0,7,FALSE
51.46331148,3,TRUE
0,7,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,3,FALSE
0,2,FALSE
0,6,FALSE
38.99,1,TRUE
0,9,FALSE
0,2,FALSE
0,3,FALSE
0,1,FALSE
53.9892,1,TRUE
6.831792392,2,FALSE
0,4,FALSE
0,9,FALSE
0,2,FALSE
0,1,FALSE
0,1,FALSE
0,5,FALSE
0,1,FALSE
0,6,FALSE
0,3,FALSE
0,2,FALSE
0,1,FALSE
44.67925,1,TRUE
59.79014286,1,TRUE
0,1,FALSE
0,1,FALSE
0,8,FALSE
0,1,FALSE
0,1,FALSE
0,2,FALSE
0,3,FALSE
0,6,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,4,FALSE
0,4,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,6,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
7.103020833,6,TRUE
0,4,FALSE
0,9,FALSE
0,1,FALSE
0,6,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,8,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,3,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,4,FALSE
0,1,FALSE
0,8,FALSE
0,8,FALSE
0,3,FALSE
0,4,FALSE
0,1,FALSE
0,1,FALSE
0,2,FALSE
0,1,FALSE
0,7,FALSE
19.66818546,3,FALSE
0,6,FALSE
0,2,FALSE
9.227000967,1,TRUE
0,4,FALSE
0,2,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,3,FALSE
0,3,FALSE
0,1,FALSE
34.43601877,9,TRUE
0,4,FALSE
12.01656549,5,FALSE
0,2,FALSE
0,4,FALSE
0,4,FALSE
0,9,FALSE
0,1,FALSE
0,3,FALSE
0,3,FALSE
0,4,FALSE
0,5,FALSE
0,1,FALSE
0,8,FALSE
16.14384,4,TRUE
0,5,FALSE
0,1,FALSE
0,7,FALSE
0,2,FALSE
2.810812468,4,FALSE
0,4,FALSE
0,1,FALSE
0,6,FALSE
0,1,FALSE
0,2,FALSE
27.26888014,1,TRUE
0,8,FALSE
0,3,FALSE
0,2,FALSE
0,1,FALSE
0,4,FALSE
0,2,FALSE
0,1,FALSE
0,1,FALSE
11.92009615,7,TRUE
78.93483561,2,TRUE
0,1,FALSE
0,3,FALSE
0,6,FALSE
0,1,FALSE
0,9,FALSE
0,1,FALSE
0,1,FALSE
15.88906362,1,TRUE
0,6,FALSE
0,7,FALSE
0,6,FALSE
0,3,FALSE
0,1,FALSE
0,8,FALSE
0,3,FALSE
11.9955404,1,TRUE
0,2,FALSE
0,1,FALSE
0,9,FALSE
0,1,FALSE
0,2,FALSE
0,1,FALSE
0,6,FALSE
18.36804916,1,TRUE
0,1,FALSE
0,1,FALSE
0,4,FALSE
0,1,FALSE
0,4,FALSE
0,3,FALSE
0,1,FALSE
0,3,FALSE
0,3,FALSE
0,1,FALSE
0,3,FALSE
0,2,FALSE
0,2,FALSE
0,2,FALSE
0,5,FALSE
0,4,FALSE
0,4,FALSE
0,4,FALSE
0,4,FALSE
0,3,FALSE
0,1,FALSE
0,3,FALSE
0,8,FALSE
17.527656,4,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,6,FALSE
0,1,FALSE
0,3,FALSE
0,3,FALSE
0,4,FALSE
61.9395,1,TRUE
0,5,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,4,FALSE
0,3,FALSE
0,1,FALSE
0,2,FALSE
0,4,FALSE
0,6,FALSE
0,1,FALSE
0,2,FALSE
8.682741935,5,FALSE
0,3,FALSE
0,8,FALSE
0,1,FALSE
0,1,FALSE
0,3,FALSE
9.702113281,1,FALSE
7.256219133,3,FALSE
0,3,FALSE
0,3,FALSE
0,1,FALSE
0,3,FALSE
0,6,FALSE
0,3,FALSE
0,8,FALSE
0,4,FALSE
0,3,FALSE
0,7,FALSE
0,9,FALSE
10.10222222,1,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
0,6,FALSE
0,1,FALSE
0,1,FALSE
0,7,FALSE
0,1,FALSE
0,6,FALSE
0,1,FALSE
0,4,FALSE
0,2,FALSE
25.96702005,2,FALSE
9.162351243,1,TRUE
1.865777778,3,FALSE
0,6,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,3,FALSE
33.6117917,9,TRUE
0,3,FALSE
0,1,FALSE
7.169617487,1,FALSE
0,7,FALSE
0,4,FALSE
0,2,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,2,FALSE
0,1,FALSE
0,3,FALSE
0,8,FALSE
0,5,FALSE
0,6,FALSE
0,4,FALSE
0,3,FALSE
0,1,FALSE
0,3,FALSE
0,7,FALSE
0,2,FALSE
0,7,FALSE
0,3,FALSE
0,1,FALSE
0,2,FALSE
0,1,FALSE
0,3,FALSE
0,3,FALSE
0,7,FALSE
0,7,FALSE
0,1,FALSE
22.80152439,1,FALSE
0,7,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,4,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,7,FALSE
0,4,FALSE
0,1,FALSE
0,1,FALSE
0,8,FALSE
0,1,FALSE
0,7,FALSE
0,7,FALSE
0,3,FALSE
0,2,FALSE
0,2,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,3,FALSE
0,4,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
3.541145833,1,FALSE
0,1,FALSE
0,6,FALSE
0,6,FALSE
0,1,FALSE
0,7,FALSE
0,1,FALSE
0,4,FALSE
0,3,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
9.294775641,1,TRUE
0,1,FALSE
0,1,FALSE
0,9,FALSE
0,3,FALSE
0,2,FALSE
0,9,FALSE
0,1,FALSE
0,8,FALSE
0,3,FALSE
0,6,FALSE
0,2,FALSE
0,4,FALSE
0,6,FALSE
6.871308983,2,TRUE
0,3,FALSE
35.99261538,3,TRUE
0,7,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
53.13428571,2,TRUE
8.833825926,2,TRUE
0,2,FALSE
10.60089168,3,TRUE
5.51397619,3,FALSE
27.45138186,1,TRUE
0,1,FALSE
0,3,FALSE
0,4,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
17.84230699,1,TRUE
0,7,FALSE
0,1,FALSE
0,7,FALSE
0,4,FALSE
0,5,FALSE
0,1,FALSE
0,1,FALSE
0,6,FALSE
16.71534488,3,FALSE
0,4,FALSE
0,6,FALSE
2.188718519,3,TRUE
0,6,FALSE
0,8,FALSE
0,3,FALSE
57.7293604,3,TRUE
0,3,FALSE
0,5,FALSE
0,3,FALSE
2.08053355,3,TRUE
0,8,FALSE
0,3,FALSE
0,7,FALSE
0,2,FALSE
0,4,FALSE
45.4316713,1,TRUE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
10.7929507,2,TRUE
0,2,FALSE
0,4,FALSE
0,3,FALSE
0,3,FALSE
0,8,FALSE
0,9,FALSE
0,1,FALSE
0,3,FALSE
0,4,FALSE
0,1,FALSE
0,8,FALSE
0,3,FALSE
8.482727273,8,TRUE
0,1,FALSE
0,9,FALSE
0,9,FALSE
0,1,FALSE
0,6,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,8,FALSE
18.5847619,1,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
0,6,FALSE
0,1,FALSE
0,8,FALSE
3.077836066,3,TRUE
0,1,FALSE
0,8,FALSE
0,1,FALSE
0,3,FALSE
0,3,FALSE
0,4,FALSE
0,2,FALSE
0,3,FALSE
0,2,FALSE
0,1,FALSE
0,1,FALSE
6.482798269,4,TRUE
69.43043195,3,TRUE
6.445051499,1,FALSE
20.97144,3,TRUE
0,4,FALSE
0,1,FALSE
0,1,FALSE
0,8,FALSE
19.71468924,2,TRUE
0,3,FALSE
4.642,2,TRUE
0,2,FALSE
0,8,FALSE
0,1,FALSE
0,2,FALSE
0,1,FALSE
0,3,FALSE
0,3,FALSE
0,4,FALSE
0,1,FALSE
0,1,FALSE
0,3,FALSE
0,4,FALSE
0,3,FALSE
0,2,FALSE
0,8,FALSE
0,3,FALSE
0,1,FALSE
4.494741228,2,TRUE
0,9,FALSE
0,2,FALSE
0,7,FALSE
0,1,FALSE
0,1,FALSE
0,6,FALSE
0,1,FALSE
0,2,FALSE
0,7,FALSE
0,1,FALSE
0,2,FALSE
0,3,FALSE
4.667079268,2,TRUE
0,3,FALSE
7.882377258,3,FALSE
0,1,FALSE
0,1,FALSE
2.346800426,4,FALSE
0,4,FALSE
0,2,FALSE
0,2,FALSE
0,7,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,4,FALSE
0,4,FALSE
3.609398514,7,TRUE
0,3,FALSE
52.10818182,1,TRUE
0,3,FALSE
0,2,FALSE
0,1,FALSE
32.64521053,3,FALSE
0,6,FALSE
31.3094364,1,TRUE
0,2,FALSE
43.3616369,1,TRUE
0,1,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,4,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
2.526616865,3,FALSE
0,1,FALSE
0,1,FALSE
2.086218493,3,TRUE
0,4,FALSE
0,4,FALSE
0,1,FALSE
0,1,FALSE
8.600043095,8,FALSE
0,3,FALSE
9.15008,1,TRUE
0,6,FALSE
0,1,FALSE
0,1,FALSE
15.66445171,4,TRUE
0,1,FALSE
0,2,FALSE
0,1,FALSE
0,4,FALSE
0,3,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
0,3,FALSE
0,8,FALSE
0,3,FALSE
0,4,FALSE
7.891171006,1,FALSE
0,6,FALSE
0,4,FALSE
1.088158231,3,FALSE
0,1,FALSE
0,3,FALSE
44.61199852,4,TRUE
0,3,FALSE
0,1,FALSE
0,6,FALSE
54.85543,3,FALSE
0,1,FALSE
0,4,FALSE
0,2,FALSE
13.00183962,2,TRUE
0,3,FALSE
0,7,FALSE
23.86359286,1,TRUE
0,1,FALSE
0,7,FALSE
0,8,FALSE
0,3,FALSE
0,3,FALSE
0,1,FALSE
0,8,FALSE
0,2,FALSE
0,3,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
29.45815149,3,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,4,FALSE
0,1,FALSE
0,2,FALSE
0,6,FALSE
0,3,FALSE
3.148615385,2,TRUE
0,7,FALSE
0,1,FALSE
0,3,FALSE
0,7,FALSE
0,2,FALSE
0,1,FALSE
0,1,FALSE
3.691344828,1,TRUE
0,3,FALSE
0,1,FALSE
15.32910159,3,FALSE
0,1,FALSE
0,6,FALSE
0,4,FALSE
0,2,FALSE
11.1076505,1,TRUE
0,1,FALSE
0,4,FALSE
0,3,FALSE
8.497935484,4,FALSE
25.188,1,TRUE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
75.06781572,6,TRUE
0,1,FALSE
0,1,FALSE
0,9,FALSE
0,6,FALSE
0,8,FALSE
0,3,FALSE
0,1,FALSE
0,3,FALSE
0,3,FALSE
0,2,FALSE
0,4,FALSE
0,1,FALSE
8.708324324,3,FALSE
21.22386735,1,FALSE
17.538,1,TRUE
0,3,FALSE
0,4,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
9.930187005,6,FALSE
0,7,FALSE
0,4,FALSE
0,1,FALSE
0,1,FALSE
0,2,FALSE
0,1,FALSE
0,6,FALSE
0,1,FALSE
0,6,FALSE
8.224168543,3,FALSE
0,2,FALSE
31.188,7,TRUE
0,3,FALSE
0,2,FALSE
0,6,FALSE
0,2,FALSE
43.79717364,1,FALSE
0,1,FALSE
63.588,1,TRUE
0,5,FALSE
3.31108,1,TRUE
3.29868,1,FALSE
0,1,FALSE
0,8,FALSE
0,1,FALSE
0,8,FALSE
0,7,FALSE
0,1,FALSE
0,1,FALSE
0,2,FALSE
0,6,FALSE
0,3,FALSE
0,4,FALSE
0,1,FALSE
0,4,FALSE
0,2,FALSE
0,3,FALSE
0,2,FALSE
0,1,FALSE
0,3,FALSE
0,9,FALSE
0,1,FALSE
0,7,FALSE
0,1,FALSE
0,7,FALSE
0,1,FALSE
2.304322581,1,FALSE
0,2,FALSE
0,1,FALSE
0,4,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,7,FALSE
33.53327578,4,TRUE
0,1,FALSE
0,4,FALSE
0,7,FALSE
0,6,FALSE
20.11751289,3,FALSE
0,3,FALSE
0,4,FALSE
0,1,FALSE
2.915511628,2,FALSE
0,1,FALSE
0,1,FALSE
0,3,FALSE
0,3,FALSE
0,2,FALSE
35.8370931,4,TRUE
62.16886364,6,FALSE
0,3,FALSE
0,1,FALSE
0,2,FALSE
0,2,FALSE
0,7,FALSE
0,1,FALSE
0,1,FALSE
0,4,FALSE
0,1,FALSE
4.095288919,2,FALSE
0,7,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,7,FALSE
0,5,FALSE
0,1,FALSE
0,1,FALSE
0,9,FALSE
0,1,FALSE
0,3,FALSE
13.46406308,3,TRUE
0,4,FALSE
0,1,FALSE
0,2,FALSE
28.39335492,3,TRUE
0,2,FALSE
0,1,FALSE
0,2,FALSE
0,3,FALSE
0,7,FALSE
0,1,FALSE
0,2,FALSE
0,4,FALSE
0,2,FALSE
0,4,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,7,FALSE
0,6,FALSE
0,1,FALSE
0,3,FALSE
0,7,FALSE
0,4,FALSE
0,3,FALSE
0,4,FALSE
0,1,FALSE
0,1,FALSE
0,4,FALSE
0,1,FALSE
0,8,FALSE
0,7,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
0,6,FALSE
0,9,FALSE
0,1,FALSE
0,3,FALSE
0,3,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
6.626647741,3,FALSE
0,1,FALSE
0,7,FALSE
10.83431037,6,TRUE
18.8649,2,FALSE
0,3,FALSE
30.65045455,2,TRUE
0,1,FALSE
0,1,FALSE
0,3,FALSE
0,2,FALSE
0,1,FALSE
0,7,FALSE
0,7,FALSE
0,3,FALSE
0,1,FALSE
64.7325,1,TRUE
0,4,FALSE
0,1,FALSE
0,1,FALSE
0,3,FALSE
0,5,FALSE
0,8,FALSE
35.10378279,2,TRUE
144.3934888,7,TRUE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,3,FALSE
0,7,FALSE
0,2,FALSE
0,1,FALSE
0,1,FALSE
0,2,FALSE
0,4,FALSE
0,1,FALSE
0,6,FALSE
0,1,FALSE
0,4,FALSE
0,2,FALSE
0,6,FALSE
60.04549665,3,TRUE
0,1,FALSE
5.698642857,6,TRUE
0,3,FALSE
0,3,FALSE
0,1,FALSE
0,3,FALSE
0,7,FALSE
0,4,FALSE
0,1,FALSE
0,1,FALSE
0,2,FALSE
9.028406684,2,FALSE
11.77367361,3,FALSE
0,4,FALSE
0,1,FALSE
0,3,FALSE
0,3,FALSE
0,1,FALSE
0,2,FALSE
0,1,FALSE
0,1,FALSE
0,6,FALSE
0,5,FALSE
0,1,FALSE
21.92521348,6,FALSE
0,7,FALSE
0,1,FALSE
0,1,FALSE
0,5,FALSE
0,1,FALSE
0,6,FALSE
0,6,FALSE
0,1,FALSE
0,4,FALSE
0,1,FALSE
0,4,FALSE
0,1,FALSE
37.41814196,3,FALSE
33.14784917,9,TRUE
0,1,FALSE
0,2,FALSE
0,1,FALSE
0,6,FALSE
0,3,FALSE
0,1,FALSE
0,2,FALSE
0,1,FALSE
40.7932,7,TRUE
0,1,FALSE
0,3,FALSE
0,9,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,3,FALSE
0,4,FALSE
0,1,FALSE
0,1,FALSE
0,6,FALSE
0,6,FALSE
0,3,FALSE
14.68324522,1,FALSE
0,1,FALSE
0,5,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,4,FALSE
0,2,FALSE
0,1,FALSE
0,8,FALSE
0,1,FALSE
0,1,FALSE
0,3,FALSE
12.3578472,3,TRUE
0,1,FALSE
0,8,FALSE
0,8,FALSE
0,6,FALSE
0,1,FALSE
0,5,FALSE
0,6,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,2,FALSE
10.16517157,1,TRUE
0,6,FALSE
0,3,FALSE
0,9,FALSE
13.28355556,4,TRUE
0,1,FALSE
0,2,FALSE
0,2,FALSE
0,3,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
33.47777322,7,TRUE
0,1,FALSE
0,1,FALSE
0,1,FALSE
21.04864167,2,TRUE
0,1,FALSE
0,1,FALSE
0,3,FALSE
0,2,FALSE
0,1,FALSE
0,2,FALSE
19.95572297,8,TRUE
10.8692605,7,TRUE
0,1,FALSE
10.37042373,1,TRUE
0,6,FALSE
0,1,FALSE
0.120699914,1,TRUE
0,1,FALSE
0,7,FALSE
0,2,FALSE
0,6,FALSE
0,9,FALSE
0,3,FALSE
41.35007203,1,TRUE
0,1,FALSE
0,1,FALSE
0,6,FALSE
0,2,FALSE
0,4,FALSE
0,1,FALSE
0,6,FALSE
0,1,FALSE
0,6,FALSE
0,1,FALSE
0,4,FALSE
0,1,FALSE
0,3,FALSE
0,7,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
77.96,9,TRUE
0,9,FALSE
0,3,FALSE
0,6,FALSE
0,3,FALSE
0,2,FALSE
0,4,FALSE
0,3,FALSE
0,7,FALSE
0,1,FALSE
0,7,FALSE
0,6,FALSE
5.150663602,7,FALSE
0,4,FALSE
20.32388105,1,TRUE
0,1,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
0,5,FALSE
0,6,FALSE
0,1,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
0,6,FALSE
0,2,FALSE
0,2,FALSE
0,5,FALSE
0,1,FALSE
45.7504,1,TRUE
27.12804201,1,FALSE
0,1,FALSE
0,1,FALSE
0,7,FALSE
0,6,FALSE
0,3,FALSE
0,1,FALSE
35.49,3,TRUE
0,3,FALSE
0,1,FALSE
16.33942857,1,FALSE
0,1,FALSE
0,1,FALSE
0,4,FALSE
0,3,FALSE
0,1,FALSE
0,4,FALSE
0,1,FALSE
0,4,FALSE
0,3,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
0,2,FALSE
0,7,FALSE
10.78136364,2,FALSE
0,6,FALSE
0,1,FALSE
0,3,FALSE
0,9,FALSE
0,1,FALSE
8.567426866,2,TRUE
0,4,FALSE
0,1,FALSE
0,7,FALSE
0,1,FALSE
0,7,FALSE
0,7,FALSE
0,3,FALSE
0,1,FALSE
0,6,FALSE
0,7,FALSE
0,1,FALSE
0,3,FALSE
0,3,FALSE
0,5,FALSE
53.25533333,1,TRUE
0,6,FALSE
0,1,FALSE
0,1,FALSE
0,5,FALSE
0,1,FALSE
29.24325,3,TRUE
0,1,FALSE
0,1,FALSE
0,3,FALSE
0,6,FALSE
0,1,FALSE
0,8,FALSE
0,3,FALSE
0,1,FALSE
0,8,FALSE
0,4,FALSE
33.41,1,TRUE
32.578313,1,FALSE
0,5,FALSE
0,3,FALSE
0,1,FALSE
0,7,FALSE
27.75904925,2,TRUE
0,7,FALSE
16.94643793,3,TRUE
0,5,FALSE
0,3,FALSE
0,1,FALSE
0,2,FALSE
28.05094335,1,TRUE
0,1,FALSE
0,7,FALSE
0,9,FALSE
0,1,FALSE
92.4822063,7,TRUE
0,1,FALSE
0,1,FALSE
0,8,FALSE
0,1,FALSE
4.599,1,TRUE
16.88069613,1,TRUE
0,2,FALSE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,3,FALSE
0,7,FALSE
0,1,FALSE
0,2,FALSE
4.289292857,1,FALSE
0,6,FALSE
0,1,FALSE
0,8,FALSE
23.83323089,1,TRUE
0,3,FALSE
0,4,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,3,FALSE
78.34560177,1,TRUE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,8,FALSE
0,1,FALSE
6.506831398,2,TRUE
0,1,FALSE
0,3,FALSE
0,6,FALSE
2.179730769,2,TRUE
0,6,FALSE
0,1,FALSE
0,1,FALSE
0,4,FALSE
0,4,FALSE
0,7,FALSE
15.30003763,4,FALSE
0,1,FALSE
0,4,FALSE
0,8,FALSE
0,4,FALSE
0,5,FALSE
0,3,FALSE
0,4,FALSE
0,7,FALSE
62.34813701,1,TRUE
0,3,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,2,FALSE
0,1,FALSE
0,1,FALSE
0,9,FALSE
3.889459459,7,TRUE
0,1,FALSE
0,1,FALSE
0,6,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
0,2,FALSE
0,3,FALSE
0,6,FALSE
0,1,FALSE
0,3,FALSE
0,1,FALSE
0,3,FALSE
0,4,FALSE
0,3,FALSE
60.29018448,3,TRUE
0,1,FALSE
26.66133333,1,FALSE
0,1,FALSE
0,1,FALSE
0,1,FALSE
0,2,FALSE
0,3,FALSE
0,1,FALSE
0,3,FALSE
64.6,7,TRUE
20.26155684,2,FALSE
0,1,FALSE
0,1,FALSE
0,6,FALSE
10.23187302,3,TRUE
0,4,FALSE
0,2,FALSE
0,6,FALSE
74.088,1,TRUE
0,2,FALSE
0,1,FALSE
22.88908649,1,TRUE
0,3,FALSE
0,3,FALSE
0,1,FALSE
0,4,FALSE
0,3,FALSE
0,3,FALSE
0,3,FALSE
0,3,FALSE
0,3,FALSE
0,4,FALSE
0,1,FALSE
0,9,FALSE
14.322,6,FALSE
10.93482456,2,FALSE
0,2,FALSE
0,6,FALSE
0,4,FALSE
0,1,FALSE
0,9,FALSE
0,1,FALSE
0,4,FALSE
0,1,FALSE
9.543060317,3,FALSE
0,7,FALSE
0,2,FALSE
0,1,FALSE
0,4,FALSE
13.63463318,1,TRUE
0,8,FALSE
0,1,FALSE
13.10326241,6,TRUE
0,7,FALSE
0,1,FALSE
0,3,FALSE
13.60512012,1,TRUE
0,3,FALSE
0,4,FALSE
